Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Cmp - short,Att - short,Cmp% - short,Cmp - medium,Att - medium,Cmp% - medium,Cmp - long,Att - long,Cmp% - long,Ast,xAG,xA,Key Passes,Passes Into Final 3rd,Passes Into Penalty Area,Crs Into Penalty Area,Prg
318,Martinelli,br BRA,FW,Arsenal,21-318,2001,29.5,812,438,516,84.9,283,343,82.5,61,121,50.4,5,8.7,6.9,57,33,43,10,93
319,Emiliano Martínez,ar ARG,GK,Aston Villa,30-242,1992,30.9,918,188,189,99.5,469,473,99.2,259,554,46.8,0,0.3,0.2,2,17,0,0,0
320,Lisandro Martínez,ar ARG,DF,Manchester Utd,25-104,1998,23.5,1330,532,568,93.7,683,728,93.8,96,193,49.7,0,0.3,1.0,6,92,5,0,83
321,Pape Matar Sarr,sn SEN,MF,Tottenham,20-230,2002,2.2,129,64,67,95.5,56,59,94.9,3,7,42.9,0,0.0,0.0,1,8,0,0,11
322,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25-308,1997,8.2,98,66,88,75.0,19,27,70.4,3,4,75.0,0,0.6,0.1,5,4,0,0,6
323,Joël Matip,cm CMR,DF,Liverpool,31-267,1991,11.1,705,276,315,87.6,363,394,92.1,57,84,67.9,0,0.3,0.4,3,47,7,0,55
324,Neal Maupay,fr FRA,FW,Everton,26-261,1996,11.8,179,116,141,82.3,48,61,78.7,6,8,75.0,0,0.6,0.2,7,7,2,0,9
325,Kevin Mbabu,ch SUI,DFFW,Fulham,28-013,1995,1.6,68,40,43,93.0,24,35,68.6,4,9,44.4,1,0.4,0.4,2,4,5,3,8
326,Bryan Mbeumo,cm CMR,FW,Brentford,23-268,1999,28.3,572,326,395,82.5,163,256,63.7,62,126,49.2,6,6.1,4.7,45,30,42,13,79
327,James McArthur,sct SCO,MF,Crystal Palace,35-207,1987,0.2,17,9,11,81.8,7,8,87.5,1,2,50.0,0,0.0,0.0,0,0,0,0,0
328,Alex McCarthy,eng ENG,GK,Southampton,33-150,1989,2.0,58,13,13,100.0,26,26,100.0,18,50,36.0,0,0.0,0.0,0,2,0,0,0
329,John McGinn,sct SCO,MFFW,Aston Villa,28-196,1994,25.9,700,326,377,86.5,264,320,82.5,91,148,61.5,3,2.6,3.1,18,96,18,5,111
330,Scott McKenna,sct SCO,DF,Nott'ham Forest,26-171,1996,17.5,569,163,195,83.6,334,394,84.8,66,122,54.1,0,1.0,0.4,8,35,3,1,35
331,Weston McKennie,us USA,MF,Leeds United,24-247,1998,12.4,397,206,256,80.5,131,162,80.9,38,57,66.7,0,0.5,0.4,10,41,14,2,69
332,Dwight McNeil,eng ENG,FWMF,Everton,23-161,1999,23.8,544,283,330,85.8,170,234,72.6,66,163,40.5,2,4.4,4.1,38,37,23,12,60
333,Scott McTominay,sct SCO,MF,Manchester Utd,26-145,1996,12.5,340,186,215,86.5,116,135,85.9,25,34,73.5,0,0.5,1.0,7,30,5,1,30
334,Ben Mee,eng ENG,DF,Brentford,33-223,1989,32.3,1195,454,537,84.5,580,705,82.3,150,290,51.7,0,0.3,0.7,5,76,7,1,77
335,Edouard Mendy,sn SEN,GK,Chelsea,31-062,1992,8.5,213,69,69,100.0,87,88,98.9,53,107,49.5,0,0.0,0.0,0,4,0,0,0
336,Nampalys Mendy,sn SEN,MF,Leicester City,30-313,1992,8.2,357,186,201,92.5,142,155,91.6,19,26,73.1,0,0.0,0.1,2,20,3,0,28
337,Chris Mepham,wls WAL,DF,Bournemouth,25-178,1997,23.4,828,291,326,89.3,459,503,91.3,71,133,53.4,0,0.2,0.6,4,41,2,0,40
338,Illan Meslier,fr FRA,GK,Leeds United,23-061,2000,34.0,664,144,148,97.3,354,359,98.6,162,523,31.0,0,0.0,0.0,0,13,1,0,0
339,Alexander Mighten,eng ENG,FW,Nott'ham Forest,21-021,2002,0.1,1,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
340,Luka Milivojević,rs SRB,MF,Crystal Palace,32-025,1991,5.7,207,89,101,88.1,89,107,83.2,20,37,54.1,0,0.2,0.2,2,17,2,1,20
341,James Milner,eng ENG,MFDF,Liverpool,37-118,1986,8.6,472,215,238,90.3,200,236,84.7,46,102,45.1,1,0.8,1.6,11,50,13,4,59
342,Yerry Mina,co COL,DF,Everton,28-221,1994,2.6,156,57,62,91.9,90,99,90.9,7,11,63.6,0,0.0,0.0,0,10,0,0,7
343,Tyrone Mings,eng ENG,DF,Aston Villa,30-050,1993,31.0,1472,472,523,90.2,839,901,93.1,145,271,53.5,2,1.4,0.9,5,96,6,0,98
344,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-243,1999,28.1,980,505,602,83.9,411,545,75.4,50,156,32.1,2,1.1,1.1,13,76,18,7,88
345,Kaoru Mitoma,jp JPN,FW,Brighton,25-347,1997,19.5,634,410,461,88.9,178,223,79.8,24,39,61.5,4,5.0,4.3,30,39,24,0,74
346,Aleksandar Mitrović,rs SRB,FW,Fulham,28-228,1994,20.1,270,154,231,66.7,78,122,63.9,30,48,62.5,1,2.1,1.1,15,25,8,1,41
347,Kieffer Moore,wls WAL,FW,Bournemouth,30-267,1992,13.2,200,111,179,62.0,59,90,65.6,11,19,57.9,0,0.3,0.5,4,16,6,0,22
348,Andrew Moran,ie IRL,FW,Brighton,19-199,2003,0.1,1,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
349,Álex Moreno,es ESP,DF,Aston Villa,29-328,1993,12.7,509,282,332,84.9,191,236,80.9,18,33,54.5,3,2.4,2.1,20,14,20,10,26
350,Mason Mount,eng ENG,MFFW,Chelsea,24-112,1999,18.3,585,350,409,85.6,165,216,76.4,44,84,52.4,2,3.0,2.8,30,55,27,5,98
351,Lucas Moura,br BRA,MFDF,Tottenham,30-262,1992,1.4,48,30,41,73.2,17,22,77.3,0,1,0.0,0,0.3,0.3,3,3,5,1,10
352,João Moutinho,pt POR,MF,Wolves,36-236,1986,19.8,850,323,362,89.2,412,480,85.8,91,147,61.9,2,2.6,1.9,36,105,23,4,132
353,Divin Mubama,eng ENG,FW,West Ham,18-189,2004,0.0,1,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
354,Mykhailo Mudryk,ua UKR,FWMF,Chelsea,22-117,2001,5.4,119,78,99,78.8,26,35,74.3,4,13,30.8,2,0.4,0.5,5,8,6,0,14
355,Jacob Murphy,eng ENG,FW,Newcastle Utd,28-067,1995,12.8,275,162,201,80.6,84,123,68.3,18,39,46.2,2,2.6,2.6,18,20,26,4,57
356,Enock Mwepu,zm ZAM,FWMF,Brighton,25-121,1998,2.4,61,42,50,84.0,15,17,88.2,3,5,60.0,1,0.5,0.2,3,5,2,0,6
357,Vitaliy Mykolenko,ua UKR,DF,Everton,23-338,1999,28.5,961,507,583,87.0,362,470,77.0,63,144,43.8,0,1.2,0.9,19,84,21,11,99
358,Keylor Navas,cr CRC,GK,Nott'ham Forest,36-138,1986,14.0,277,24,24,100.0,125,126,99.2,128,302,42.4,0,0.0,0.0,0,6,0,0,1
359,Wilfred Ndidi,ng NGA,MFDF,Leicester City,26-137,1996,16.7,719,371,400,92.8,294,335,87.8,29,64,45.3,0,0.1,0.2,3,47,0,0,48
360,Reiss Nelson,eng ENG,FW,Arsenal,23-143,1999,1.4,75,45,49,91.8,22,26,84.6,3,5,60.0,2,0.6,0.4,7,1,4,2,4
361,Neto,br BRA,GK,Bournemouth,33-287,1989,23.5,436,89,91,97.8,147,153,96.1,193,468,41.2,0,0.0,0.0,0,14,2,0,0
362,Pedro Neto,pt POR,FWMF,Wolves,23-054,2000,9.3,256,152,171,88.9,73,106,68.9,24,46,52.2,0,1.6,1.4,17,13,8,4,21
363,Rúben Neves,pt POR,MF,Wolves,26-050,1997,30.1,1599,526,580,90.7,765,849,90.1,292,430,67.9,0,1.3,1.3,27,190,13,1,201
364,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27-055,1996,8.9,182,60,65,92.3,94,127,74.0,27,57,47.4,0,0.1,0.1,1,12,0,0,9
365,Rasmus Nissen,dk DEN,DF,Leeds United,25-295,1997,17.8,629,312,380,82.1,262,356,73.6,41,108,38.0,1,1.0,0.9,8,50,16,2,69
366,Eddie Nketiah,eng ENG,FW,Arsenal,23-337,1999,11.5,193,123,142,86.6,56,66,84.8,7,10,70.0,1,1.2,1.3,8,7,6,0,15
367,Matheus Nunes,pt POR,MF,Wolves,24-248,1998,24.7,739,349,411,84.9,264,306,86.3,105,154,68.2,1,2.2,1.1,26,67,15,4,76
368,Darwin Núñez,uy URU,FW,Liverpool,23-312,1999,17.2,238,119,169,70.4,73,109,67.0,21,29,72.4,3,5.3,2.8,25,11,11,1,28
369,Ethan Nwaneri,eng ENG,FW,Arsenal,16-042,2007,0.0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
370,Christian Nørgaard,dk DEN,MF,Brentford,29-053,1994,19.6,608,304,369,82.4,252,326,77.3,40,74,54.1,3,3.1,1.8,12,68,8,2,73
371,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-200,1998,6.5,166,72,85,84.7,84,103,81.6,7,16,43.8,0,0.2,0.2,4,19,3,0,21
372,Odeluga Offiah,eng ENG,DF,Brighton,20-188,2002,0.0,4,2,4,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1
373,Angelo Ogbonna,it ITA,DF,West Ham,34-344,1988,9.7,210,56,70,80.0,127,148,85.8,21,39,53.8,0,0.2,0.1,2,2,1,0,5
374,Michael Olise,fr FRA,FWMF,Crystal Palace,21-141,2001,26.6,850,456,525,86.9,284,384,74.0,90,230,39.1,9,7.1,5.2,58,64,41,11,117
375,Robin Olsen,se SWE,GK,Aston Villa,33-114,1990,3.1,74,17,18,94.4,30,30,100.0,27,80,33.8,0,0.0,0.0,0,2,0,0,0
376,Amadou Onana,be BEL,MF,Everton,21-259,2001,25.3,741,392,443,88.5,278,322,86.3,48,72,66.7,1,2.2,1.5,18,68,10,0,62
377,Josh Onomah,eng ENG,MF,Fulham,26-005,1997,0.2,4,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
378,Paul Onuachu,ng NGA,FW,Southampton,28-339,1994,3.7,50,32,41,78.0,9,15,60.0,5,6,83.3,0,0.1,0.1,4,4,1,0,5
379,Frank Onyeka,ng NGA,MF,Brentford,25-121,1998,7.0,143,75,94,79.8,56,71,78.9,7,15,46.7,2,0.6,0.7,6,17,3,0,21
380,Mislav Oršić,hr CRO,MF,Southampton,30-124,1992,0.1,2,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
381,Dango Ouattara,bf BFA,MFFW,Bournemouth,21-080,2002,10.7,156,87,120,72.5,51,81,63.0,10,27,37.0,3,1.9,0.9,14,17,10,6,17
382,Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,29-260,1993,3.7,75,39,45,86.7,24,34,70.6,8,14,57.1,0,0.9,0.2,5,8,2,0,14
383,David Ozoh,,FW,Crystal Palace,17-336,2005,0.0,3,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
384,João Palhinha,pt POR,MF,Fulham,27-297,1995,29.7,878,435,500,87.0,331,386,85.8,93,134,69.4,0,0.3,0.4,6,104,3,0,92
385,Cole Palmer,eng ENG,FWMF,Manchester City,20-361,2002,1.7,76,39,41,95.1,31,34,91.2,4,8,50.0,0,0.2,0.3,3,3,5,1,8
386,Emerson Palmieri,it ITA,DF,West Ham,28-272,1994,11.4,427,267,290,92.1,123,158,77.8,24,52,46.2,0,0.8,0.7,11,26,8,3,36
387,Lucas Paquetá,br BRA,MF,West Ham,25-248,1997,20.1,732,387,457,84.7,257,320,80.3,56,85,65.9,2,1.5,1.7,24,81,25,3,118
388,Thomas Partey,gh GHA,MF,Arsenal,29-323,1993,25.1,1544,700,765,91.5,646,727,88.9,166,225,73.8,0,1.3,2.2,24,213,20,2,205
389,Nathan Patterson,sct SCO,DFMF,Everton,21-198,2001,11.9,430,250,276,90.6,152,201,75.6,19,56,33.9,0,0.4,0.6,6,19,7,2,22
390,Ben Pearson,eng ENG,MF,Bournemouth,28-118,1995,3.2,108,50,58,86.2,45,55,81.8,8,15,53.3,0,0.0,0.0,0,8,0,0,5
391,Facundo Pellistri,uy URU,FWMF,Manchester Utd,21-133,2001,0.6,12,6,7,85.7,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
392,Andreas Pereira,br BRA,MF,Fulham,27-121,1996,29.9,701,336,419,80.2,229,315,72.7,116,251,46.2,6,5.2,4.1,60,86,22,9,121
393,Ricardo Pereira,pt POR,DFMF,Leicester City,29-208,1993,4.3,228,114,130,87.7,100,117,85.5,10,20,50.0,1,0.5,0.6,6,24,9,3,25
394,Ayoze Pérez,es ESP,MFFW,Leicester City,29-277,1993,4.2,118,75,89,84.3,28,43,65.1,9,18,50.0,1,1.5,0.6,11,13,6,0,20
395,Ivan Perišić,hr CRO,DFMF,Tottenham,34-089,1989,23.3,702,353,438,80.6,244,381,64.0,90,205,43.9,8,6.1,5.2,47,29,35,23,59
396,Romain Perraud,fr FRA,DF,Southampton,25-222,1997,20.4,623,377,443,85.1,200,270,74.1,26,91,28.6,2,1.9,1.9,15,47,15,8,62
397,Máximo Perrone,ar ARG,MF,Manchester City,20-115,2003,0.2,18,11,12,91.7,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,2
398,Kalvin Phillips,eng ENG,MF,Manchester City,27-151,1995,1.2,122,46,52,88.5,61,62,98.4,13,17,76.5,0,0.0,0.0,1,15,0,0,7
399,Nathaniel Phillips,eng ENG,DF,Liverpool,26-042,1997,0.7,71,32,34,94.1,27,29,93.1,9,14,64.3,0,0.0,0.0,0,7,0,0,9
400,Jordan Pickford,eng ENG,GK,Everton,29-056,1994,33.0,675,142,143,99.3,223,227,98.2,303,793,38.2,1,0.1,0.4,2,49,1,0,1
401,Ethan Pinnock,jm JAM,DF,Brentford,29-338,1993,26.0,779,289,342,84.5,403,474,85.0,72,141,51.1,0,1.0,1.1,8,37,2,2,44
402,Daniel Podence,pt POR,FWMF,Wolves,27-193,1995,18.6,427,218,286,76.2,135,202,66.8,48,86,55.8,0,2.4,2.0,34,32,37,7,89
403,Nick Pope,eng ENG,GK,Newcastle Utd,31-013,1992,32.2,554,106,106,100.0,249,256,97.3,194,442,43.9,0,0.1,0.0,2,11,0,0,1
404,Pedro Porro,es ESP,DF,Tottenham,23-231,1999,9.5,343,180,200,90.0,127,171,74.3,26,63,41.3,1,1.6,1.3,16,17,17,11,27
405,Dennis Praet,be BEL,MFFW,Leicester City,28-353,1994,6.7,190,112,131,85.5,59,74,79.7,12,25,48.0,0,0.5,0.4,3,10,5,1,16
406,Isaac Price,nir NIR,MF,Everton,19-218,2003,0.4,12,6,7,85.7,5,6,83.3,1,1,100.0,0,0.1,0.0,1,1,0,0,1
407,Christian Pulisic,us USA,FWDF,Chelsea,24-226,1998,8.7,228,149,171,87.1,62,79,78.5,9,17,52.9,1,0.7,0.4,12,12,3,1,22
408,Aaron Ramsdale,eng ENG,GK,Arsenal,24-353,1998,33.0,654,159,165,96.4,327,334,97.9,167,444,37.6,0,0.0,0.0,0,24,2,0,8
409,Jacob Ramsey,eng ENG,MFFW,Aston Villa,21-339,2001,25.3,660,402,455,88.4,197,237,83.1,34,44,77.3,5,3.5,2.0,36,63,22,1,92
410,Marcus Rashford,eng ENG,FW,Manchester Utd,25-183,1997,28.5,533,350,414,84.5,121,157,77.1,36,56,64.3,5,2.9,2.5,25,33,40,2,69
411,David Raya,es ESP,GK,Brentford,27-229,1995,34.0,940,121,125,96.8,409,417,98.1,409,901,45.4,0,0.1,0.2,2,70,3,0,13
412,Tim Ream,us USA,DF,Fulham,35-209,1987,32.2,1662,420,472,89.0,961,1035,92.9,267,379,70.4,0,0.1,0.3,3,148,0,0,142
413,Nathan Redmond,eng ENG,DF,Southampton,29-057,1994,0.0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
414,Harrison Reed,eng ENG,MF,Fulham,28-095,1995,28.5,865,453,532,85.2,308,363,84.8,68,120,56.7,2,2.7,1.6,30,71,26,10,91
415,Bobby Reid,jm JAM,FWDF,Fulham,30-089,1993,26.8,627,336,408,82.4,222,313,70.9,34,80,42.5,1,1.7,1.5,18,36,37,10,60
416,Declan Rice,eng ENG,MF,West Ham,24-108,1999,33.0,1641,765,853,89.7,635,684,92.8,207,298,69.5,1,3.2,1.8,36,207,11,3,209
417,Chris Richards,us USA,DF,Crystal Palace,23-035,2000,5.0,169,66,79,83.5,84,96,87.5,19,27,70.4,0,0.3,0.0,1,15,0,0,14
418,Richarlison,br BRA,MFFW,Tottenham,25-357,1997,9.3,175,95,124,76.6,55,75,73.3,11,15,73.3,3,2.1,1.4,14,15,10,3,26
419,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,26-235,1996,0.5,26,17,18,94.4,9,13,69.2,0,2,0.0,0,0.0,0.0,0,1,0,0,0
420,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,33-234,1989,0.4,24,16,16,100.0,4,6,66.7,3,4,75.0,0,0.1,0.0,1,0,0,0,1
421,Andrew Robertson,sct SCO,DF,Liverpool,29-052,1994,25.7,1627,775,857,90.4,710,849,83.6,119,244,48.8,8,6.0,6.3,50,96,32,14,141
422,Antonee Robinson,us USA,DF,Fulham,25-267,1997,29.3,1184,529,615,86.0,517,674,76.7,115,256,44.9,1,1.1,1.6,19,86,35,22,106
423,Marc Roca,es ESP,MF,Leeds United,26-157,1996,25.0,966,492,569,86.5,353,443,79.7,91,192,47.4,2,2.7,2.3,31,153,16,2,167
424,Marek Rodák,sk SVK,GK,Fulham,26-140,1996,2.0,29,3,3,100.0,8,9,88.9,17,48,35.4,0,0.0,0.0,0,0,0,0,0
425,Rodri,es ESP,MF,Manchester City,26-314,1996,29.2,2473,1004,1081,92.9,1147,1228,93.4,283,331,85.5,6,4.0,3.3,31,251,29,3,245
426,Rodrigo,es ESP,FWMF,Leeds United,32-057,1991,18.2,349,198,249,79.5,96,140,68.6,29,50,58.0,1,1.5,0.9,14,22,14,2,42
427,Mads Roerslev,dk DEN,DF,Brentford,23-312,1999,12.2,186,107,137,78.1,60,82,73.2,13,42,31.0,0,1.0,0.7,7,14,6,4,19
428,Cristian Romero,ar ARG,DF,Tottenham,25-005,1998,24.3,1267,508,560,90.7,622,666,93.4,111,160,69.4,1,0.8,0.8,7,82,8,0,92
429,Oriol Romeu,es ESP,MF,Southampton,31-220,1991,0.8,28,10,11,90.9,15,16,93.8,2,2,100.0,0,0.0,0.2,0,0,2,0,4
430,Cristiano Ronaldo,pt POR,FW,Manchester Utd,38-086,1985,5.8,121,85,97,87.6,27,39,69.2,1,5,20.0,0,0.4,0.2,6,7,1,0,12
431,Connor Ronan,ie IRL,MF,Wolves,25-057,1998,0.0,3,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,3,0,0,0
432,Salomón Rondón,ve VEN,FW,Everton,33-228,1989,1.2,22,15,21,71.4,3,3,100.0,0,0,,0,0.2,0.1,2,2,1,0,1
433,Joe Rothwell,eng ENG,MF,Bournemouth,28-111,1995,9.8,338,161,177,91.0,132,142,93.0,32,61,52.5,1,1.0,1.5,8,32,10,1,29
434,Georginio Rutter,fr FRA,FWMF,Leeds United,21-012,2002,2.7,25,15,25,60.0,7,14,50.0,2,2,100.0,0,0.2,0.2,3,1,1,0,5
435,José Sá,pt POR,GK,Wolves,30-105,1993,34.0,807,193,196,98.5,432,445,97.1,180,501,35.9,0,0.0,0.0,0,10,0,0,0
436,Marcel Sabitzer,at AUT,MF,Manchester Utd,29-046,1994,6.6,222,119,146,81.5,76,93,81.7,15,22,68.2,1,0.9,0.8,9,29,6,1,35
437,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,26-051,1997,11.1,273,144,183,78.7,95,139,68.3,25,35,71.4,5,3.8,2.5,25,20,31,4,58
438,Bukayo Saka,eng ENG,FW,Arsenal,21-239,2001,30.9,934,573,665,86.2,261,339,77.0,63,139,45.3,11,7.9,5.5,69,47,57,12,93
439,Mohamed Salah,eg EGY,FW,Liverpool,30-321,1992,31.7,747,448,537,83.4,225,283,79.5,31,50,62.0,7,5.7,5.7,53,47,65,5,126
440,William Saliba,fr FRA,DF,Arsenal,22-039,2001,26.8,1698,715,767,93.2,844,905,93.3,108,144,75.0,1,1.2,0.3,6,111,3,0,99
441,Mohammed Salisu,gh GHA,DF,Southampton,24-015,1999,21.9,879,360,412,87.4,426,538,79.2,86,209,41.1,1,0.6,0.5,7,80,7,4,82
442,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-192,1999,2.2,132,59,62,95.2,60,63,95.2,11,12,91.7,0,0.0,0.1,1,17,1,0,12
443,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-192,1999,6.0,228,112,124,90.3,96,101,95.0,17,28,60.7,0,0.0,0.1,1,23,0,0,20
444,Davinson Sánchez,co COL,DF,Tottenham,26-324,1996,7.5,404,154,163,94.5,225,242,93.0,20,42,47.6,0,0.1,0.2,1,33,1,1,30
445,Robert Sánchez,es ESP,GK,Brighton,25-165,1997,23.0,604,203,204,99.5,283,292,96.9,111,270,41.1,0,0.0,0.0,0,11,0,0,0
446,Jadon Sancho,eng ENG,FWMF,Manchester Utd,23-038,2000,14.7,504,354,394,89.8,102,121,84.3,12,22,54.5,2,2.5,2.4,30,17,31,1,59
447,Morgan Sanson,fr FRA,MF,Aston Villa,28-257,1994,0.1,5,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1
448,Pablo Sarabia,es ESP,FWMF,Wolves,30-356,1992,7.7,234,142,162,87.7,60,83,72.3,22,59,37.3,0,0.8,0.8,11,24,13,4,36
449,Jeremy Sarmiento,ec ECU,MF,Brighton,20-320,2002,2.0,53,32,38,84.2,16,19,84.2,1,2,50.0,1,0.2,0.3,2,4,5,1,11
450,Gianluca Scamacca,it ITA,FW,West Ham,24-121,1999,10.3,118,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,13,14,5,1,17
451,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,29-117,1994,2.0,51,16,19,84.2,26,31,83.9,8,18,44.4,0,0.0,0.0,1,10,0,0,12
452,Kevin Schade,de GER,FW,Brentford,21-156,2001,5.9,69,37,57,64.9,21,36,58.3,0,3,0.0,1,0.7,0.3,6,4,3,0,11
453,Fabian Schär,ch SUI,DF,Newcastle Utd,31-133,1991,30.6,1199,405,475,85.3,608,708,85.9,178,343,51.9,3,3.2,1.9,17,119,18,2,123
454,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,30-130,1992,27.3,647,329,409,80.4,249,307,81.1,50,100,50.0,1,1.4,0.9,18,57,11,0,98
455,Nélson Semedo,pt POR,DF,Wolves,29-167,1993,25.2,1055,606,668,90.7,379,463,81.9,52,110,47.3,1,0.7,0.9,11,89,15,5,96
456,Antoine Semenyo,gh GHA,FWMF,Bournemouth,23-115,2000,2.8,35,21,30,70.0,11,12,91.7,2,4,50.0,0,0.0,0.0,1,5,0,0,5
457,Marcos Senesi,ar ARG,DF,Bournemouth,25-357,1997,24.7,893,290,325,89.2,472,536,88.1,117,212,55.2,0,0.5,0.3,5,68,2,1,47
458,Ryan Sessegnon,eng ENG,DF,Tottenham,22-349,2000,9.0,280,178,213,83.6,81,120,67.5,16,29,55.2,0,1.1,1.1,6,16,11,3,22
459,Luke Shaw,eng ENG,DF,Manchester Utd,27-294,1995,23.9,1462,810,887,91.3,524,609,86.0,95,176,54.0,2,3.1,2.4,30,148,27,13,117
460,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,31-064,1992,0.4,19,5,6,83.3,8,10,80.0,4,8,50.0,0,0.0,0.0,0,4,0,0,3
461,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,31-064,1992,6.0,221,73,86,84.9,98,112,87.5,47,98,48.0,0,0.3,0.8,6,37,8,2,34
462,Bernardo Silva,pt POR,MFFW,Manchester City,28-265,1994,22.4,1177,640,691,92.6,409,470,87.0,88,138,63.8,5,2.9,3.6,28,66,31,9,112
463,Thiago Silva,br BRA,DF,Chelsea,38-222,1984,21.1,1529,558,590,94.6,807,842,95.8,153,231,66.2,2,0.4,0.8,4,97,11,0,89
464,Ellis Simms,eng ENG,FW,Everton,22-117,2001,2.5,37,19,30,63.3,9,17,52.9,3,3,100.0,0,0.1,0.4,2,3,1,0,4
465,Luis Sinisterra,co COL,FW,Leeds United,23-319,1999,9.6,273,161,188,85.6,72,84,85.7,14,19,73.7,0,0.4,0.9,9,18,17,2,39
466,Oliver Skipp,eng ENG,MF,Tottenham,22-228,2000,12.9,509,250,275,90.9,208,230,90.4,32,47,68.1,0,0.6,0.3,9,39,7,1,46
467,Adam Smith,eng ENG,DF,Bournemouth,32-003,1991,29.7,866,404,462,87.4,368,463,79.5,81,177,45.8,1,0.9,1.3,12,64,24,15,78
468,Emile Smith Rowe,eng ENG,MFFW,Arsenal,22-278,2000,1.6,63,36,39,92.3,23,27,85.2,3,4,75.0,1,0.6,0.5,5,3,3,0,5
469,Cédric Soares,pt POR,DF,Arsenal,31-244,1991,0.3,19,10,10,100.0,8,10,80.0,0,3,0.0,0,0.0,0.0,0,0,0,0,3
470,Cédric Soares,pt POR,DF,Fulham,31-244,1991,1.2,97,56,62,90.3,33,42,78.6,7,17,41.2,0,0.1,0.1,1,9,3,2,9
471,Dominic Solanke,eng ENG,FWMF,Bournemouth,25-230,1997,27.8,308,193,256,75.4,86,115,74.8,12,18,66.7,7,3.8,2.3,20,20,12,1,39
472,Manor Solomon,il ISR,FW,Fulham,23-282,1999,5.6,151,92,104,88.5,48,52,92.3,5,9,55.6,0,0.3,0.5,5,5,7,1,21
473,Tomáš Souček,cz CZE,MF,West Ham,28-064,1995,28.6,626,318,421,75.5,223,297,75.1,60,95,63.2,3,1.9,1.0,15,61,10,5,84
474,Boubakary Soumaré,fr FRA,MF,Leicester City,24-064,1999,14.3,653,355,388,91.5,246,281,87.5,30,46,65.2,0,0.3,0.4,8,61,5,1,64
475,Harry Souttar,au AUS,DF,Leicester City,24-192,1998,10.0,436,142,157,90.4,258,293,88.1,32,70,45.7,1,0.2,0.1,3,36,1,0,28
476,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-344,1996,4.9,204,86,96,89.6,98,117,83.8,19,39,48.7,0,0.1,0.0,1,8,0,0,10
477,Djed Spence,eng ENG,FWDF,Tottenham,22-266,2000,0.1,5,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
478,Jack Stacey,eng ENG,DF,Bournemouth,27-026,1996,3.3,74,42,53,79.2,27,50,54.0,3,12,25.0,0,0.0,0.0,0,6,1,1,2
479,Junior Stanislas,eng ENG,MF,Bournemouth,33-157,1989,0.7,22,12,14,85.7,9,11,81.8,0,1,0.0,0,0.1,0.2,2,3,0,0,4
480,Jay Stansfield,eng ENG,FW,Fulham,20-159,2002,1.0,9,7,8,87.5,1,7,14.3,0,3,0.0,0,0.1,0.0,1,0,0,0,0
481,Jason Steele,eng ENG,GK,Brighton,32-257,1990,8.0,231,103,103,100.0,85,86,98.8,40,67,59.7,1,0.1,0.2,1,1,0,0,0
482,Jack Stephens,eng ENG,DF,Southampton,29-095,1994,0.5,23,9,10,90.0,13,17,76.5,1,1,100.0,0,0.0,0.0,0,3,0,0,3
483,Jack Stephens,eng ENG,DF,Bournemouth,29-095,1994,13.0,446,156,173,90.2,233,263,88.6,53,94,56.4,0,0.2,0.2,3,37,3,2,34
